cluster_id,text,suggested_label,target,reason,self_consistency,fact_match,misweighted,hallucinated_context
176a20ed76bd_s002,The count of 570 web requests generated by CSS1313 represents a relatively minor elevation above standard browsing volumes and constitutes the sole triggered anomaly for CSS1313.,Grounded,1.0,"The numeric fact of 570 web requests matches the evidence fact F001, and there are no unsupported causal claims or misaligned numbers.",1.0,0.6,0.0,0.0
1f2fa9d11f7f_s008,"User BNL1652 maintained normal overall activity across 5 days on 1 workstation, suggesting that the 16 visits to job-search sites by user BNL1652 were incidental during normal work hours.",Grounded,1.0,"All numbers mentioned in the sentence (5 days, 1 workstation, and 16 visits to job-search sites) match the provided evidence and context facts accurately without invalid causal attributions.",0.1,1.0,0.0,1.0
360a3a4ae91e_s004,The observation that user BDV2474 made 28 visits to job-search sites indicates potential external job seeking rather than data exfiltration.,Grounded,1.0,The sentence correctly references the 28 visits to job-search sites without hallucinating any numeric values or violating causality rules.,1.0,1.0,0.0,0.0
35dae485c187_s002,The 28 visits to job-search sites by user AAG1447 exceed the user AAG1447 recent typical baseline of 8.50 visits and the peer typical baseline of 2 visits across 103 peers in the same role.,Not Grounded,0.0,"The sentence references baseline figures (8.50 visits, 2 visits across 103 peers) that are not present in the provided evidence or context facts.",1.0,1.0,0.0,1.0
f2bda289bef6_s012,The evidence indicates that BAR3420 increased external job-search browsing during week 2010-W14 while maintaining otherwise normal workplace activity.,Grounded,1.0,"The statement accurately summarizes the evidence fact of elevated job-search browsing alongside standard context activity, with no contradictory numeric claims or invalid causal linkages.",0.1,1.0,0.0,1.0
e8560f29e95b_s011,"The activity of user BYF3784 was otherwise standard, spanning 5 days and 2 workstations.",Grounded,1.0,The sentence accurately reflects the provided context facts: 5 days with recorded activity (F006) and 2 distinct workstations used (F005).,0.5,1.0,0.0,0.0
8e8a3408a404_s014,This isolated rise to 21 job-search site visits by user BXT2678 is consistent with active job hunting rather than hostile insider intent.,Grounded,1.0,"The numeric claim of 21 job-search site visits accurately reflects the evidence fact (F001: 21.0), and there are no unsupported causal claims.",0.5,1.0,0.0,0.0
41cd2b96365d_s004,"Because the 9 job-search site visits by AJC0722 represent a relatively low volume of job browsing, the potential security risk posed by AJC0722 appears minor.",Grounded,1.0,"The sentence correctly mentions the 9 job-search site visits, perfectly matching the value in fact F001, without any hallucinated numbers or invalid causal connections to context facts.",0.5,1.0,0.0,0.0
e5a8cecab172_s012,BCH1138 logged in at hour 8 across all 5 active days in week 2010-W45.,Grounded,1.0,"The sentence is fully supported by the facts: days with recorded activity is 5.0, and both the earliest and latest logon hours of the week are 8.0, indicating all logons took place at hour 8 across all 5 active days.",0.1,0.75,1.0,0.0
8371633abf56_s008,"CKB0596 operated across 4 distinct workstations in week 2010-W37, which matches the historical range for CKB0596.",Grounded,1.0,The sentence accurately cites 4 distinct workstations matching fact F005 without any unsupported causal claims.,0.3,0.75,1.0,1.0
1ea5c5d5e3c8_s003,"CSL0428 was flagged under rule R4 after recording 19 visits to job-search sites in week 2011-W04, exceeding the typical baseline of 4.50 visits for CSL0428.",Not Grounded,0.0,"The sentence introduces a baseline figure of 4.50 visits, which is not present in the provided evidence or context facts.",0.5,0.6666666666666666,0.0,1.0
d3ded0c93be4_s001,"BBT1948 was flagged under rule R5 during week 2010-W37 for recording 8 file operations, which exceeded BBT1948's own typical baseline of 1 file operation.",Not Grounded,0.0,"The sentence mentions a typical baseline of 1 file operation, which is not supported or present anywhere in the provided facts.",0.9,0.8333333333333334,0.0,1.0
733d62611018_s001,"During week 2010-W30, user AMH3562 logged 17 visits to job-search sites, which triggered rule R4 for atypical browsing.",Grounded,1.0,"The numeric claim of 17 visits to job-search sites directly matches evidence fact F001, and there is no invalid causal attribution blaming an evidence anomaly on context facts.",1.0,0.5,0.0,0.0
1015bc80643f_s019,The 17 job-search site visits by user AMJ2374 represent an isolated departure from routine browsing patterns.,Grounded,1.0,"The sentence correctly states the 17 job-search site visits corresponding to evidence fact F001, without any contradictory or ungrounded numeric claims or invalid causal linkages.",0.5,1.0,0.0,0.0
70f6ce9d60ad_s006,"BBA1230 registered 0 removable device connections outside working hours across 5 days with recorded activity, showing that BBA1230 operated within normal working schedules.",Grounded,1.0,"The sentence accurately reflects the numerical facts: 0 removable device connections outside working hours (F003) and 5 days with recorded activity (F006), without any unsupported causal claims or mismatches.",0.4,1.0,1.0,1.0
3a42e45383d7_s007,The count of 40 job-search site visits by CRP1186 is far above the historical baseline of 0 visits for CRP1186 and the peer typical count of 1 visit across 65 peers.,Not Grounded,0.0,"The sentence mentions a historical baseline of 0 visits, a peer typical count of 1 visit, and 65 peers, none of which are present or supported in the provided facts.",0.4,1.0,0.0,1.0
98c3e1125ca1_s004,DAM0096 also maintained standard operational patterns by recording 36 visits to cloud-storage sites against an established baseline of 33 visits across 5 active days.,Not Grounded,0.0,"The sentence mentions an established baseline of 33 visits, which is not supported by any of the provided facts.",0.2,1.0,1.0,1.0
502552a430a2_s005,The 7 visits to job-search sites by AAH0721 were atypical because AAH0721 recorded 0 visits in the previous 12 weeks and peers averaged 0.50 visits across 86 peers.,Not Grounded,0.0,"The sentence introduces several numerical claims not present in the provided evidence or context facts, including recording 0 visits in the previous 12 weeks and peers averaging 0.50 visits across 86 peers.",0.4,0.8571428571428571,0.0,1.0
e319d39dda0d_s005,"CAF1331 showed no other anomalous web metrics, recording 0 visits to leak-publication sites and 68 distinct web domains visited during week 2011-W15.",Grounded,1.0,"The numbers in the sentence match the provided facts: 0 visits to leak-publication sites corresponds to fact F002, and 68 distinct web domains visited corresponds to fact F004. There are no unsupported causal claims or hallucinations.",0.4,0.75,0.0,0.0
64c36be205f5_s004,"All other observed behaviors for ABS0677 remained within normal ranges, including 475 web requests, 7 logon events, and 0 removable device connections across 5 days with recorded activity.",Grounded,1.0,"All numeric values (475 web requests, 7 logon events, 0 removable device connections, and 5 days with recorded activity) perfectly match the context facts without any ungrounded causal assertions.",1.0,1.0,0.0,1.0
b7ae7039c79a_s006,BHM0430 visited 82 distinct web domains and recorded 0 visits to leak-publication sites during week 2010-W34.,Grounded,1.0,The sentence accurately reports 82 distinct web domains visited (F004) and 0 visits to leak-publication sites (F002) without making unsupported causal statements.,0.2,1.0,1.0,0.0
c00f5367cb9e_s014,User BLB1876 maintained typical activity in week 2010-W37 by recording 13 removable device connections and 12 logon events.,Grounded,1.0,The numbers in the sentence (13 removable device connections and 12 logon events) directly match the provided context facts (F004 and F002) without introducing unsupported causal claims.,0.1,1.0,1.0,1.0
27f182b8b806_s007,"APS1968 also recorded 1 file operation and 1 removable device connection during week 2010-W44, which both align with typical baselines for APS1968.",Grounded,1.0,The sentence accurately states the count of 1 file operation and 1 removable device connection based on facts F003 and F004 without making unsupported causal claims.,0.8,0.8,0.0,1.0
ae2d6bbdf89c_s002,"The 23 visits to job-search sites by BCL2082 represent the sole evidence for the alert, indicating personal employment searching.",Grounded,1.0,"The number of visits to job-search sites (23) matches fact F001 perfectly, and it is the sole evidence fact in the evidence list.",1.0,1.0,0.0,0.0
b3c90631d01f_s015,"User CAO3117 operated on 1 distinct workstation across 5 days with recorded activity, showing consistent work routine for CAO3117.",Grounded,1.0,"The claims that the user operated on 1 distinct workstation across 5 days with recorded activity match facts F005 and F006 perfectly, with no unsupported causal claims.",0.2,1.0,1.0,0.0
46df65df33c0_s012,"AUR1359 maintained ordinary activity in all other metrics during week 2010-W38, including 4 visits to cloud-storage sites and recorded activity across 5 days.",Grounded,1.0,"The sentence accurately reflects the numerical values in the context facts: 4 visits to cloud-storage sites (F003) and 5 days with recorded activity (F006), with no causal misattributions.",0.1,1.0,0.0,0.0
4af98ba83304_s012,The 25 file operations by BBM2604 stood out against the peer typical value of 1 file operation across 366 peers and BBM2604's personal typical baseline of 7.50 file operations.,Not Grounded,0.0,"The sentence introduces several numerical facts that are not present in the evidence or context facts, including the peer typical value of 1 file operation, the count of 366 peers, and the personal typical baseline of 7.50 file operations.",0.2,0.75,0.0,1.0
c3e8db1a98e9_s005,The 7 visits to job-search sites by CRL3842 also exceed the typical baseline of 1 visit established by 80 peers in the same role.,Not Grounded,0.0,"The sentence contains hallucinated numbers and claims, specifically the baseline of 1 visit and the 80 peers in the same role, which are not present in the provided facts.",0.6,1.0,0.0,1.0
2ca020c4d4b3_s002,User CQC0997 showed 0 visits to leak-publication sites during week 2010-W14.,Grounded,1.0,The sentence accurately reflects fact F002 (visits to leak-publication sites = 0.0) without introducing ungrounded causal claims or incorrect numbers.,1.0,1.0,1.0,0.0
2b6e701fd1af_s007,"Other weekly metrics for user ATC1587 remained typical, including 0 visits to cloud-storage sites, 0 visits to leak-publication sites, and 60 distinct web domains visited.",Grounded,1.0,"The sentence accurately reflects the context facts: 0 visits to cloud-storage sites, 0 visits to leak-publication sites, and 60 distinct web domains visited, with no causal misattributions.",0.2,1.0,0.0,1.0
a8c3499b1118_s007,"User ANC1950 visited 33 distinct web domains in total during week 2010-W16, which remains within user ANC1950's recent typical baseline of 41.50 domains.",Not Grounded,0.0,The baseline value of 41.50 domains mentioned in the sentence is not supported by any fact in the provided evidence or context.,0.4,1.0,0.0,1.0
50366c375b3c_s011,"User CNK1711 logged 0 visits to leak-publication sites and 39 visits to cloud-storage sites, which is within the typical range of 36 visits for user CNK1711.",Not Grounded,0.0,"The sentence introduces a claim of a 'typical range of 36 visits', which is not supported by any of the provided facts.",0.1,1.0,1.0,1.0
4e020fc6b926_s004,The 30 visits to job-search sites by user ABK3081 represent the sole anomalous metric for user ABK3081 during week 2010-W13.,Grounded,1.0,"The numeric claim of 30 visits to job-search sites matches fact F001 exactly, and it is correctly identified as the sole anomalous metric among the facts provided without any invalid causal claims.",1.0,1.0,0.0,0.0
af1d20206ca8_s003,"CHL3430 maintained expected baseline behavior across other metrics, such as CHL3430 visiting 0 leak-publication sites and visiting 67 distinct web domains across 5 active days.",Grounded,1.0,"All stated numeric facts (0 leak-publication sites, 67 distinct web domains, and 5 active days) match the context facts accurately without any unsupported causal claims.",0.1,1.0,0.0,1.0
8dbd3fb4966c_s014,"BCZ1345 may have browsed job-search sites 20 times for market research, with no secondary indicators of unauthorized information transfer.",Grounded,1.0,"The sentence accurately reflects the 20 visits to job-search sites (F001) and contextualizes the lack of unauthorized transfer indicators consistent with the zero visits to leak-publication and cloud-storage sites (F002, F003) without violating causal constraints.",0.6,1.0,0.0,0.0
5abffc074fb0_s009,"AAB0162 visited 55 distinct web domains in total during week 2010-W16, which is consistent with the personal typical baseline of 51 domains.",Not Grounded,0.0,"The sentence mentions a personal typical baseline of 51 domains, which is not supported by any of the provided facts.",0.1,1.0,1.0,1.0
808bd865c71d_s011,"All other actions by user ARK3198 remained within expected ranges, including 2 file operations, 1 removable device connection, and 12 logon events on 1 workstation.",Grounded,1.0,"All numeric values in the sentence (2 file operations, 1 removable device connection, 12 logon events, and 1 workstation) accurately reflect the provided facts without ungrounded causal claims.",0.1,1.0,0.0,1.0
e09ff307ad87_s007,The volume anomaly for ANC1950 appears minor because ANC1950 performed standard engineering tasks without elevated file operations or excessive removable device connections.,Not Grounded,0.0,The sentence introduces ungrounded details such as 'standard engineering tasks' which are not supported by the provided facts.,0.2,0.5,1.0,0.0
18d0c44c6d95_s008,"User ACS0128 visited 71 distinct web domains in week 2010-W29, which is within the peer typical range of 60 domains.",Not Grounded,0.0,"The claim regarding a 'peer typical range of 60 domains' is not supported by the provided facts, as no such baseline value or range is present.",0.1,1.0,1.0,1.0
b4dabaae39aa_s004,"BAR3420 also maintained typical overall metrics during week 2010-W33, visiting 78 distinct web domains across 5 days of recorded activity.",Grounded,1.0,The sentence correctly cites 78 distinct web domains visited (F004) across 5 days with recorded activity (F006) without unsupported causal language or inaccurate values.,0.4,0.75,0.0,1.0
a2750db5d96d_s011,"Across other domains, user APS1968 was within normal bounds, recording 5 logon events, 500 web requests, and 5 active days on 1 distinct workstation.",Grounded,1.0,"All numeric values and contextual details in the sentence (5 logon events, 500 web requests, 5 active days, and 1 distinct workstation) precisely match the provided context facts with no causal misattribution.",0.1,0.8333333333333334,0.0,1.0
85388c83908c_s008,"Because ATT0293 recorded 0 removable device connections and 0 leak-publication visits in week 2010-W12, the 30 job-search visits by ATT0293 suggest low-risk personal career searching.",Grounded,1.0,"All numeric claims (0 removable device connections, 0 leak-publication visits, and 30 job-search visits) perfectly match the provided facts, and there is no invalid causal linkage asserting an evidence anomaly was triggered by context facts.",0.1,0.8333333333333334,1.0,0.0
c97750bcdd45_s003,CMM0764 did not perform any file operations or connect any removable devices during week 2010-W42.,Grounded,1.0,The statement accurately reflects fact F003 (0 file operations) and fact F004 (0 removable device connections) with no unsupported causal claims or discrepancies.,0.7,0.3333333333333333,1.0,0.0
ea3b68e15269_s012,"User AAB0162 may have casually browsed job-search sites during regular work hours, though user AAB0162 visited 0 leak-publication sites during week 2010-W19.",Grounded,1.0,"The sentence mentions 0 visits to leak-publication sites, which matches context fact F002 (0.0), and refers to visiting job-search sites, which corresponds to evidence fact F001 (20.0). No contradictory or hallucinated numbers or false causal claims are present.",0.1,1.0,1.0,0.0
be166f1a9c7d_s004,CMW0437 visiting job-search sites 52 times suggests personal career searching rather than data exfiltration or policy violations.,Grounded,1.0,"The numeric claim of 52 visits to job-search sites perfectly matches the evidence fact F001, and the sentence does not make any unsupported causal claims or misrepresent the facts.",0.2,0.6666666666666666,0.0,0.0
82a6d94a04c0_s013,"All other activities recorded for ABM3203 during week 2010-W14 were standard, including ABM3203 executing 2 file operations and logging on 7 times on 1 workstation.",Grounded,1.0,"All numbers stated in the sentence (2 file operations, 7 logon events, 1 workstation) accurately reflect the provided context facts with no hallucinated data or invalid causal assertions.",0.2,1.0,0.0,0.0
6f93d6509983_s016,"Across the same timeframe, user BCM3794 maintained expected behavior with 7 logon events, 8 file operations, 0 removable device attachments, and logons consistently occurring at hour 8 across 7 days.",Grounded,1.0,"All numerical statements (7 logon events, 8 file operations, 0 removable device attachments, logons at hour 8, and 7 days of activity) accurately reflect the provided facts, and no unsupported causal links are made.",0.2,1.0,0.0,1.0
51ae20a994b0_s002,"BXT2678 recorded 5 removable device connections during week 2011-W18, matching BXT2678's typical baseline of 6 connections.",Not Grounded,0.0,The claim regarding a typical baseline of 6 connections is not supported by any provided facts.,0.9,0.6666666666666666,1.0,1.0
4d627bdc91f3_s014,Analysts may consider the 570 web requests by user CSS1313 to be a low-priority anomaly given that user CSS1313 performed 0 removable device connections.,Grounded,1.0,The sentence accurately reflects the 570 web requests (F001) and 0 removable device connections (F004) without improper causal attribution.,0.1,0.6666666666666666,1.0,0.0
d417b2b4f2ea_s003,"DFC2060 maintained normal baseline behavior in other areas during week 2010-W42, including 0 removable device connections and 8 logon events across 1 distinct workstation.",Grounded,1.0,"The sentence accurately reflects the provided facts with 0 removable device connections, 8 logon events, and 1 distinct workstation used, with no unsupported causal claims.",0.1,1.0,0.0,1.0
f454eb5832bb_s006,"AMH3562 visited 0 leak-publication sites, 0 cloud-storage sites, and 72 distinct web domains from 1 workstation during week 2010-W47.",Grounded,1.0,All numerical values mentioned in the sentence perfectly correspond to the provided context facts with no causal misattributions.,0.1,0.8333333333333334,1.0,0.0
fd006e6388a5_s010,"CAR0992 visited 87 distinct web domains and utilized 3 distinct workstations during week 2010-W07, both of which fall within typical ranges for CAR0992.",Grounded,1.0,"The sentence accurately reflects the context facts stating that 87 distinct web domains were visited and 3 distinct workstations were utilized, without asserting ungrounded causal relationships.",0.1,1.0,0.0,1.0
2b35e94f905b_s022,The isolated nature of these 10 job-search site visits suggests that user AEG1121 engaged in limited job seeking without any associated data movement anomalies.,Grounded,1.0,"The numeric claim of 10 job-search site visits directly matches fact F001, and no unsupported causal links or incorrect values are present.",0.4,0.6666666666666666,0.0,0.0
9e71f7d81660_s020,"Without any accompanying anomalous file or device activity by user ANC1950, the risk implied by these 570 web requests appears minimal.",Grounded,1.0,"The numeric claim of 570 web requests directly matches evidence fact F001, and no unsupported causal claims or hallucinated numbers are present.",0.3,0.6666666666666666,0.0,0.0
4ea21e74210a_s003,The single discrepancy of 665 web requests indicates a slight increase in web browsing volume by user CMM0764 rather than malicious behavior.,Grounded,1.0,The sentence correctly references the single evidence fact of 665 web requests without misrepresenting facts or making improper causal claims between evidence and context facts.,0.9,0.6666666666666666,0.0,0.0
4851a7947364_s006,User CTH0737 performed 0 removable device connections outside working hours during week 2010-W46.,Grounded,1.0,"The statement that there were 0 removable device connections outside working hours directly matches context fact F003 (value: 0.0), with no unsupported causal claims.",0.3,1.0,1.0,0.0
1e2ebf6a8744_s008,ARW0818 logged in between hour 7 and hour 15 for a total of 8 logon events across 7 active days in week 2010-W39.,Grounded,1.0,All numerical statements in the sentence match the provided context facts accurately without any causal misattributions.,0.2,1.0,1.0,0.0
65bfa265b9c8_s008,AKL1605 recorded 0 visits to leak-publication sites and 91 distinct web domain visits during the 5 days of activity in week 2010-W32.,Grounded,1.0,"All numerical values mentioned in the sentence (0 visits to leak-publication sites, 91 distinct web domains, and 5 days of activity) accurately match the context facts without any ungrounded causal claims.",0.1,0.8,0.0,0.0
39baf06288c8_s009,"Other weekly metrics for user BCS1604 remained typical, including 0 visits to cloud-storage sites, 0 visits to leak-publication sites, and 64 distinct web domains visited.",Grounded,1.0,"All numerical values mentioned in the sentence perfectly match the provided context facts (0 visits to cloud-storage sites, 0 visits to leak-publication sites, and 64 distinct web domains visited), and there are no unsupported causal claims.",0.1,1.0,0.0,1.0
6be600091beb_s012,The evidence against BHG0258 is limited to 10 job-search site visits and does not include any visits to leak-publication sites.,Grounded,1.0,The sentence accurately reflects the evidence fact of 10 job-search site visits (F001) and the context fact of 0 visits to leak-publication sites (F002) without making unsupported causal claims.,0.1,1.0,0.0,0.0
d0eb2f792297_s005,"CJM0273 recorded 0 visits to leak-publication sites, 2 visits to cloud-storage sites, and 105 distinct web domains visited, which all align with normal expectations for CJM0273.",Grounded,1.0,"All facts and numbers mentioned in the sentence (0 visits to leak-publication sites, 2 visits to cloud-storage sites, and 105 distinct web domains visited) perfectly match the provided context facts without any ungrounded causal claims.",0.3,1.0,1.0,1.0
b6b2b02a91c9_s003,User ABP2917 conducted 0 removable device connections outside working hours during week 2010-W23.,Grounded,1.0,The claim of 0 removable device connections outside working hours perfectly matches CONTEXT fact F003.,0.7,1.0,1.0,0.0
c1cc08ec2bed_s014,"User AAB0162 may have opened job-search links sent by external contacts or colleagues, leading to 19 visits to job-search sites.",Grounded,1.0,"The sentence mentions 19 visits to job-search sites, which accurately matches the value in fact F001, and does not make unsupported causal claims linking context facts to evidence facts.",0.1,1.0,0.0,0.0
43aa0467ae81_s002,The 9 visits to job-search sites made by ADH0975 serve as the single piece of evidence triggering the anomaly alert for ADH0975.,Grounded,1.0,"The sentence accurately reflects the single evidence fact that 9 visits to job-search sites triggered the anomaly alert, with no incorrect causal attribution or hallucinated numbers.",1.0,1.0,0.0,0.0
2926baa40b2d_s006,"User ASK2349 showed normal baseline activity elsewhere, recording 0 visits to leak-publication sites, 0 visits to cloud-storage sites, and 29 distinct web domains visited across 5 days of activity.",Grounded,1.0,"All stated numeric claims (0 visits to leak-publication sites, 0 visits to cloud-storage sites, 29 distinct web domains visited, and 5 days of activity) accurately reflect the provided facts without introducing unsupported causal claims.",0.1,1.0,0.0,1.0
e09ff307ad87_s001,"During week 2010-W26, ANC1950 generated 570 web requests, which exceeds the typical baseline of 475 web requests for ANC1950 and the peer typical of 475 web requests across 268 peers.",Not Grounded,0.0,"The sentence contains numeric values and baseline claims (475 web requests, 268 peers) that are not present in the provided evidence or context facts.",1.0,1.0,0.0,1.0
ae09a362b762_s001,User CAM2468 generated an alert for browsing atypical sites after recording 17 visits to job-search sites during week 2010-W07.,Grounded,1.0,The numeric claim of 17 visits to job-search sites perfectly matches the evidence fact F001 (17.0).,1.0,0.6666666666666666,0.0,0.0
f51ae687e99c_s014,"During week 2011-W13, user ATT0293 utilized 3 distinct workstations and logged 8 logon events without recording any removable device connections.",Grounded,1.0,"All numerical and descriptive claims in the sentence (3 distinct workstations, 8 logon events, 0 removable device connections) match the provided context facts precisely with no inappropriate causal inferences.",0.2,0.75,1.0,0.0
8bd2ced28fc1_s003,DBV2736 recorded 0 visits to leak-publication sites and 0 visits to cloud-storage sites during week 2010-W25.,Grounded,1.0,The sentence accurately reflects the values from the context facts (0 visits to leak-publication sites and 0 visits to cloud-storage sites) without making any ungrounded causal claims.,0.9,1.0,1.0,0.0
b3c90631d01f_s014,Browsing to job-search sites by CAO3117 was the sole anomalous activity detected for CAO3117 during the week.,Grounded,1.0,The sentence accurately reflects that visits to job-search sites was the only anomalous activity present in the evidence facts.,0.2,0.5,0.0,0.0
ac00b093ad74_s005,BAR3420 logged 0 visits to leak-publication sites and 1 visit to cloud-storage sites during week 2010-W35.,Grounded,1.0,The numeric values in the sentence perfectly match the provided facts: 0 visits to leak-publication sites matches F002 (0.0) and 1 visit to cloud-storage sites matches F003 (1.0). No causal distortions are present.,0.4,1.0,1.0,0.0
a4ca050c9d9f_s001,"During week 2011-W13, user BCH1138 logged 83 visits to job-search sites, which is far above the recent typical baseline of 27.50 visits for user BCH1138 and well above the peer typical value of 7 visits among 268 peers in the MechanicalEngineer role.",Not Grounded,0.0,"The sentence references values that are not present in the provided facts, including the baseline of 27.50 visits, the peer typical value of 7 visits, and the count of 268 peers.",1.0,1.0,0.0,1.0
c2d3fa0d67a6_s002,"The primary anomaly flagged during week 2010-W25 is that CRE2652 logged 20 visits to job-search sites, exceeding the personal typical baseline of 5.50 visits for CRE2652.",Not Grounded,0.0,"The sentence includes a personal typical baseline of 5.50 visits, which is not present in the provided facts.",0.8,1.0,0.0,1.0
ae7163f1ee23_s009,User AGS2462 demonstrated standard operational hours with logons recorded at hour 9 across 5 active days.,Grounded,1.0,"The numeric values in the sentence (logons recorded at hour 9 and across 5 active days) perfectly match the facts provided (earliest/latest logon hour 9.0, days with recorded activity 5.0), and there are no unsupported causal claims.",0.4,1.0,1.0,0.0
bb31bf254832_s009,The anomaly is relatively mild given that DFC2060 generated 665 web requests across 7 days with recorded activity.,Grounded,1.0,"The numeric values of 665 web requests and 7 days with recorded activity are directly supported by the evidence and context facts, and there are no unsupported causal claims.",0.2,0.75,1.0,0.0
c0db33461a84_s004,AMS0630 accessed 61 distinct web domains across 5 days with recorded activity during week 2010-W20.,Grounded,1.0,The sentence correctly references 61 distinct web domains (F004) and 5 days with recorded activity (F006) without unsupported claims or improper causal statements.,0.5,1.0,1.0,0.0
ae6a93d830af_s019,"CBM1814 showed elevated browsing on job-search sites, presenting a potential attrition indicator.",Grounded,1.0,The sentence characterizes the evidence fact of visits to job-search sites as elevated browsing on job-search sites without hallucinating incorrect numbers or making unsupported causal claims.,1.0,0.5,0.0,0.0
e72f594d3fd6_s001,"During week 2011-W15, BCM3794 generated 1134 web requests, which is clearly above the personal baseline of 972 web requests for BCM3794 and far above the peer baseline of 810 web requests across 328 peers in the same role.",Not Grounded,0.0,"The sentence includes numeric claims regarding a personal baseline of 972 web requests and a peer baseline of 810 web requests across 328 peers, none of which exist in the provided evidence or context facts.",0.6,1.0,0.0,1.0
d12f77e9bab3_s016,"User CMM0764 maintained regular logon activity during week 2010-W11 with 13 logon events, logons starting at hour 8 and ending by hour 14, and activity on 7 days.",Grounded,1.0,"All numeric facts (13 logon events, earliest logon at hour 8, latest logon at hour 14, and activity on 7 days) are fully supported by the context facts without unsupported causal claims.",0.1,1.0,0.0,0.0
2da3bfe95058_s002,The evidence for user APM0190 is limited strictly to these 8 job-search site visits across the entire week.,Grounded,1.0,The statement accurately references the 8 job-search site visits from the evidence facts without introducing ungrounded causal claims or incorrect numbers.,0.6,1.0,0.0,0.0
e98930d30e64_s015,"CCH1724 demonstrated normal baseline activity across other indicators, such as 7 visits to cloud-storage sites and 97 distinct domains visited across 5 days.",Grounded,1.0,All facts and numbers mentioned in the sentence directly match the context facts without any hallucinated details or invalid causal claims.,0.1,0.8,1.0,1.0
98c9fddc8e8e_s006,User ASW1918 performed 14 total logon events across 5 active days using 3 distinct workstations in week 2010-W39.,Grounded,1.0,"All numerical claims in the sentence (14 total logon events, 5 active days, and 3 distinct workstations) perfectly match the values in the context facts.",0.3,1.0,0.0,0.0
20e350435a49_s002,User CQC0997 may be actively seeking employment outside the organization based on the elevated count of 26 job-search site visits.,Grounded,1.0,The sentence correctly references the value of 26 visits to job-search sites from fact F001 without violating any grounding or causality rules.,0.5,1.0,0.0,0.0
d08b42744f03_s005,The observed pattern suggests personal employment research by AZK0622 without any concurrent security violations.,Not Grounded,0.0,The sentence introduces a specific user identifier (AZK0622) and qualitative claims that are not present in or verified by the provided evidence facts.,0.7,1.0,0.0,0.0
a7a33406445c_s009,The modest increase in web requests by CMM0764 appears consistent with standard programming research rather than anomalous behavior.,Not Grounded,0.0,"The sentence introduces ungrounded context and claims, including an entity identifier (CMM0764), a 'modest increase', and an attribution to 'standard programming research', none of which are present or verifiable from the provided facts.",0.4,0.5,0.0,0.0
2ae0e78406b8_s004,"Additional background metrics for BNH3516 during week 2010-W34 showed typical behavior, including 475 web requests, 11 logon events, and 2 distinct workstations used.",Grounded,1.0,"All stated numeric metrics (475 web requests, 11 logon events, and 2 distinct workstations used) match the context facts accurately, and no invalid causal claims are made.",0.2,1.0,0.0,1.0
638c06ce15c4_s003,ARB0208 showed standard web usage with 59 distinct web domains visited and 0 visits to cloud-storage sites during week 2010-W12.,Grounded,1.0,The numbers mentioned in the sentence perfectly match the provided context facts (59 distinct web domains visited from F004 and 0 visits to cloud-storage sites from F003) without unsupported causal inferences.,0.2,0.75,0.0,0.0
b6b2b02a91c9_s001,"User ABP2917 copied 19 files to removable media during week 2010-W23, which triggered rule R2 because user ABP2917 typically copies 6.50 files.",Not Grounded,0.0,"The sentence introduces ungrounded numeric claims and context, specifically that the user typically copies 6.50 files and triggered rule R2, which are not present in the provided facts.",1.0,0.8,1.0,0.0
51cb80a1b8e9_s014,ABK3081's elevation to 665 web requests appears to be a minor deviation rather than an indicator of malicious activity by ABK3081.,Grounded,1.0,"The numeric claim of 665 web requests matches the evidence facts perfectly, and there are no false causal claims.",0.4,1.0,0.0,0.0
c181789b86ba_s002,"User AEB3249 also executed 25 total file operations during week 2010-W33, which is elevated compared to the personal typical baseline of 4 file operations for user AEB3249 and the peer typical baseline of 1 file operation across 100 peers.",Not Grounded,0.0,"The sentence includes numeric claims about personal baseline (4 file operations), peer baseline (1 file operation), and peer count (100 peers) that do not exist in the provided facts.",1.0,1.0,0.0,1.0
9fafdaaab067_s002,The 72 job-search site visits recorded for AFB3228 clearly exceed the own recent typical baseline of 38 visits and the peer typical count of 9 visits across 366 peers.,Not Grounded,0.0,"The sentence references numeric claims not present in the provided facts, including an own recent baseline of 38 visits, a peer typical count of 9 visits, and a peer group size of 366 peers.",0.9,1.0,0.0,1.0
bc220a20a18b_s018,CKB0596's total of 14 file operations was clearly above CKB0596's recent typical baseline of 5.50 file operations and the peer typical baseline of 1 file operation across 101 peers.,Not Grounded,0.0,"The sentence includes numeric claims not found in the evidence or context facts, specifically the recent typical baseline of 5.50 file operations and the peer baseline of 1 file operation across 101 peers.",1.0,1.0,0.0,1.0
c2d3fa0d67a6_s011,The 20 visits to job-search sites made by CRE2652 appear to be an isolated increase in employment-seeking activity.,Grounded,1.0,"The claim of 20 visits to job-search sites matches evidence fact F001 (value 20.0), and there are no causal violations or ungrounded numeric claims.",0.2,1.0,0.0,0.0
a8d12a6331c2_s023,User BNH3516 logged 0 removable device connections outside working hours and utilized 1 distinct workstation during week 2010-W07.,Grounded,1.0,All numerical claims in the sentence accurately reflect the facts provided: 0 removable device connections outside working hours and 1 distinct workstation used.,0.1,1.0,0.0,0.0
